time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s)
0.017,0.429,0.3591,0.5692,1.5805,-1.834,-1.6089,0.1949,-1.452,-0.5348,853.2373,3.42,-42,-80.46,-100.548,-26.738,-37.006,49.17477384,-121.6800015,0
0.018,0.429,0.3591,0.5692,1.5805,-1.834,-1.6089,0.1949,-1.452,-0.5348,853.2373,3.3,-41.88,-80.58,-100.355,-26.738,-37.006,49.17477384,-121.6800015,0
0.024,0.429,0.3591,0.5692,1.5805,-1.834,-1.6089,-0.2908,-0.2802,-0.196,853.2373,3.3,-41.88,-80.58,-100.355,-26.738,-37.006,49.17477384,-121.6800015,0
0.025,0.429,0.3591,0.5692,1.2655,-0.7101,-2.7678,-0.2908,-0.2802,-0.196,853.2373,3.3,-41.88,-80.58,-100.355,-26.738,-37.006,49.17477384,-121.6800015,0
0.052,0.429,0.3591,0.5692,1.2655,-0.7101,-2.7678,-0.2908,-0.2802,-0.196,853.3003,3.3,-41.88,-80.58,-100.355,-26.738,-37.006,49.17477384,-121.6800015,0
0.054,0.429,0.3591,0.5692,1.2655,-0.7101,-2.7678,-0.2908,-0.2802,-0.196,853.3003,3.3,-41.88,-80.58,-100.355,-26.738,-37.006,49.17477384,-121.6800015,0
0.078,0.2878,0.3556,0.7348,1.2655,-0.7101,-2.7678,-0.2908,-0.2802,-0.196,853.3003,3.3,-41.88,-80.58,-103.593,-24.26,-21.388,49.17477384,-121.6800015,0
0.079,0.2878,0.3556,0.7348,1.2655,-0.7101,-2.7678,-0.2908,-0.2802,-0.196,853.3003,3.12,-41.76,-80.58,-103.432,-24.26,-21.388,49.17477384,-121.6800015,0
0.082,0.2878,0.3556,0.7348,1.2655,-0.7101,-2.7678,-0.1534,-0.0916,-0.3398,853.3003,3.12,-41.76,-80.58,-103.432,-24.26,-21.388,49.17477384,-121.6800015,0
0.083,0.2878,0.3556,0.7348,-0.3208,-0.583,-1.1506,-0.1534,-0.0916,-0.3398,853.3003,3.12,-41.76,-80.58,-103.432,-24.26,-21.388,49.17477384,-121.6800015,0
0.136,0.2477,0.4456,0.7832,-0.3208,-0.583,-1.1506,-0.1534,-0.0916,-0.3398,853.3003,3.12,-41.76,-80.58,-91.104,-28.476,-17.553,49.17477384,-121.6800015,0
0.138,0.2477,0.4456,0.7832,-0.3208,-0.583,-1.1506,-0.1534,-0.0916,-0.3398,853.3003,2.88,-41.64,-80.64,-90.758,-28.476,-17.553,49.17477384,-121.6800015,0
0.141,0.2477,0.4456,0.7832,-0.3208,-0.583,-1.1506,-0.6242,0.1555,-0.391,853.3003,2.88,-41.64,-80.64,-90.758,-28.476,-17.553,49.17477384,-121.6800015,0
0.15,0.2477,0.4456,0.7832,-0.6795,0.2775,-0.6792,-0.6242,0.1555,-0.391,853.3003,2.88,-41.64,-80.64,-90.758,-28.476,-17.553,49.17477384,-121.6800015,0
0.198,0.1564,0.4319,0.8731,-0.6795,0.2775,-0.6792,-0.6242,0.1555,-0.391,853.3003,2.88,-41.64,-80.64,-99.69,-25.962,-10.153,49.17477384,-121.6800015,0
0.2,0.1564,0.4319,0.8731,-0.6795,0.2775,-0.6792,-0.6242,0.1555,-0.391,853.3003,2.58,-41.52,-80.7,-99.33,-25.962,-10.153,49.17477384,-121.6800015,0
0.202,0.1564,0.4319,0.8731,-0.6795,0.2775,-0.6792,-0.2684,0.5007,-0.2834,853.3003,2.58,-41.52,-80.7,-99.33,-25.962,-10.153,49.17477384,-121.6800015,0
0.203,0.1564,0.4319,0.8731,-1.1209,0.3252,-0.0382,-0.2684,0.5007,-0.2834,853.3003,2.58,-41.52,-80.7,-99.33,-25.962,-10.153,49.17477384,-121.6800015,0
0.231,0.1564,0.4319,0.8731,-1.1209,0.3252,-0.0382,-0.2684,0.5007,-0.2834,853.2241,2.58,-41.52,-80.7,-99.33,-25.962,-10.153,49.17477384,-121.6800015,0
0.232,0.1564,0.4319,0.8731,-1.1209,0.3252,-0.0382,-0.2684,0.5007,-0.2834,853.2241,2.58,-41.52,-80.7,-99.33,-25.962,-10.153,49.17477384,-121.6800015,0
0.256,0.384,0.4905,0.686,-1.1209,0.3252,-0.0382,-0.2684,0.5007,-0.2834,853.2241,2.58,-41.52,-80.7,-88.102,-31.962,-29.244,49.17477384,-121.6800015,0
0.258,0.384,0.4905,0.686,-1.1209,0.3252,-0.0382,-0.2684,0.5007,-0.2834,853.2241,2.1,-41.46,-80.76,-87.803,-31.962,-29.244,49.17477384,-121.6800015,0
0.26,0.384,0.4905,0.686,-1.1209,0.3252,-0.0382,-0.1886,-0.0799,-0.098,853.2241,2.1,-41.46,-80.76,-87.803,-31.962,-29.244,49.17477384,-121.6800015,0
0.262,0.384,0.4905,0.686,1.6032,0.9155,-2.0161,-0.1886,-0.0799,-0.098,853.2241,2.1,-41.46,-80.76,-87.803,-31.962,-29.244,49.17477384,-121.6800015,0
0.315,0.1476,0.4983,0.8237,1.6032,0.9155,-2.0161,-0.1886,-0.0799,-0.098,853.2241,2.1,-41.46,-80.76,-73.404,-30.773,-10.156,49.17477384,-121.6800015,0
0.317,0.1476,0.4983,0.8237,1.6032,0.9155,-2.0161,-0.1886,-0.0799,-0.098,853.2241,1.62,-41.46,-80.82,-72.706,-30.773,-10.156,49.17477384,-121.6800015,0
0.319,0.1476,0.4983,0.8237,1.6032,0.9155,-2.0161,0.8181,-0.032,-0.2152,853.2241,1.62,-41.46,-80.82,-72.706,-30.773,-10.156,49.17477384,-121.6800015,0
0.321,0.1476,0.4983,0.8237,-0.9063,1.0356,-0.6354,0.8181,-0.032,-0.2152,853.2241,1.62,-41.46,-80.82,-72.706,-30.773,-10.156,49.17477384,-121.6800015,0
0.379,0.2585,0.6058,0.7377,-0.9063,1.0356,-0.6354,0.8181,-0.032,-0.2152,853.2241,1.62,-41.46,-80.82,-64.255,-37.775,-19.308,49.17477384,-121.6800015,0
0.381,0.2585,0.6058,0.7377,-0.9063,1.0356,-0.6354,0.8181,-0.032,-0.2152,853.2241,1.14,-41.4,-80.88,-63.61,-37.775,-19.308,49.17477384,-121.6800015,0
0.382,0.2585,0.6058,0.7377,-0.9063,1.0356,-0.6354,0.343,0.8448,-0.2301,853.2241,1.14,-41.4,-80.88,-63.61,-37.775,-19.308,49.17477384,-121.6800015,0
0.384,0.2585,0.6058,0.7377,0.3176,1.5387,-1.2505,0.343,0.8448,-0.2301,853.2241,1.14,-41.4,-80.88,-63.61,-37.775,-19.308,49.17477384,-121.6800015,0
0.41,0.2585,0.6058,0.7377,0.3176,1.5387,-1.2505,0.343,0.8448,-0.2301,853.2332,1.14,-41.4,-80.88,-63.61,-37.775,-19.308,49.17477384,-121.6800015,0
0.412,0.2585,0.6058,0.7377,0.3176,1.5387,-1.2505,0.343,0.8448,-0.2301,853.2332,1.14,-41.4,-80.88,-63.61,-37.775,-19.308,49.17477384,-121.6800015,0
0.436,0.0762,0.6996,1.1726,0.3176,1.5387,-1.2505,0.343,0.8448,-0.2301,853.2332,1.14,-41.4,-80.88,-48.344,-30.769,-3.719,49.17477384,-121.6800015,0
0.437,0.0762,0.6996,1.1726,0.3176,1.5387,-1.2505,0.343,0.8448,-0.2301,853.2332,0.66,-41.34,-80.94,-45.645,-30.769,-3.719,49.17477384,-121.6800015,0
0.439,0.0762,0.6996,1.1726,0.3176,1.5387,-1.2505,0.4953,1.0077,-0.4453,853.2332,0.66,-41.34,-80.94,-45.645,-30.769,-3.719,49.17477384,-121.6800015,0
0.442,0.0762,0.6996,1.1726,-1.0559,2.2365,3.0313,0.4953,1.0077,-0.4453,853.2332,0.66,-41.34,-80.94,-45.645,-30.769,-3.719,49.17477384,-121.6800015,0
0.496,0.0352,0.5614,0.7265,-1.0559,2.2365,3.0313,0.4953,1.0077,-0.4453,853.2332,0.66,-41.34,-80.94,-15.363,-37.66,-2.772,49.17477384,-121.6800015,0
