time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,I,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s)
0.021,0.3244,0.5149,0.768,-0.1848,-0.3202,0.8403,-0.0362,-0.13,0.049,849.1631,-1.8,-44.16,-39.48,11238,-142.858,-31.7,-22.9,49.17429765,-121.6758945,0
0.023,0.3244,0.5149,0.768,-0.1848,-0.3202,0.8403,-0.0362,-0.13,0.049,849.1631,-1.8,-44.22,-39.42,11238,-143.026,-31.7,-22.9,49.17429765,-121.6758945,0
0.024,0.3244,0.5149,0.768,-0.1848,-0.3202,0.8403,-0.049,0.1971,0.0842,849.1631,-1.8,-44.22,-39.42,11238,-143.026,-31.7,-22.9,49.17429765,-121.6758945,0
0.041,0.3244,0.5149,0.768,-0.0896,0.0638,-0.2615,-0.049,0.1971,0.0842,849.1631,-1.8,-44.22,-39.42,11238,-143.026,-31.7,-22.9,49.17429765,-121.6758945,0
0.081,0.3709,0.4915,0.7847,-0.0896,0.0638,-0.2615,-0.049,0.1971,0.0842,849.1631,-1.8,-44.22,-39.42,11238,-143.463,-29.523,-25.297,49.17429765,-121.6758945,0
0.083,0.3709,0.4915,0.7847,-0.0896,0.0638,-0.2615,-0.049,0.1971,0.0842,849.1631,-1.86,-44.22,-39.42,11238,-143.544,-29.523,-25.297,49.17429765,-121.6758945,0
0.085,0.3709,0.4915,0.7847,-0.0896,0.0638,-0.2615,0.2407,-0.4133,0.0735,849.1631,-1.86,-44.22,-39.42,11238,-143.544,-29.523,-25.297,49.17429765,-121.6758945,0
0.102,0.3709,0.4915,0.7847,0.1473,-0.2465,0.0492,0.2407,-0.4133,0.0735,849.1631,-1.86,-44.22,-39.42,11238,-143.544,-29.523,-25.297,49.17429765,-121.6758945,0
0.141,0.3958,0.4661,0.7944,0.1473,-0.2465,0.0492,0.2407,-0.4133,0.0735,849.1631,-1.86,-44.22,-39.42,11238,-144.562,-27.705,-26.482,49.17429765,-121.6758945,0
0.143,0.3958,0.4661,0.7944,0.1473,-0.2465,0.0492,0.2407,-0.4133,0.0735,849.1631,-1.86,-44.28,-39.36,11238,-144.701,-27.705,-26.482,49.17429765,-121.6758945,0
0.144,0.3958,0.4661,0.7944,0.1473,-0.2465,0.0492,0.6306,-0.7201,-0.1758,849.1631,-1.86,-44.28,-39.36,11238,-144.701,-27.705,-26.482,49.17429765,-121.6758945,0
0.145,0.3958,0.4661,0.7944,0.1473,-0.2465,0.0492,0.6306,-0.7201,-0.1758,848.9465,-1.86,-44.28,-39.36,11238,-144.701,-27.705,-26.482,49.17429765,-121.6758945,0
0.147,0.3958,0.4661,0.7944,0.1473,-0.2465,0.0492,0.6306,-0.7201,-0.1758,848.9465,-1.86,-44.28,-39.36,10690,-144.701,-27.705,-26.482,49.17429765,-121.6758945,0
0.162,0.3958,0.4661,0.7944,0.1218,-0.76,0.4591,0.6306,-0.7201,-0.1758,848.9465,-1.86,-44.28,-39.36,10690,-144.701,-27.705,-26.482,49.17429765,-121.6758945,0
0.201,0.3801,0.5721,0.7881,0.1218,-0.76,0.4591,0.6306,-0.7201,-0.1758,848.9465,-1.86,-44.28,-39.36,10690,-138.143,-33.179,-25.751,49.17429765,-121.6758945,0
0.205,0.3801,0.5721,0.7881,0.1218,-0.76,0.4591,0.6306,-0.7201,-0.1758,848.9465,-1.86,-44.34,-39.36,10690,-138.226,-33.179,-25.751,49.17429765,-121.6758945,0
0.206,0.3801,0.5721,0.7881,0.1218,-0.76,0.4591,0.7308,-0.6008,-0.1257,848.9465,-1.86,-44.34,-39.36,10690,-138.226,-33.179,-25.751,49.17429765,-121.6758945,0
0.221,0.3801,0.5721,0.7881,-0.2098,-0.0429,0.7397,0.7308,-0.6008,-0.1257,848.9465,-1.86,-44.34,-39.36,10690,-138.226,-33.179,-25.751,49.17429765,-121.6758945,0
0.26,0.2116,0.5697,0.5413,-0.2098,-0.0429,0.7397,0.7308,-0.6008,-0.1257,848.9465,-1.86,-44.34,-39.36,10690,-113.707,-44.426,-21.347,49.17429765,-121.6758945,0
0.262,0.2116,0.5697,0.5413,-0.2098,-0.0429,0.7397,0.7308,-0.6008,-0.1257,848.9465,-1.92,-44.4,-39.3,10690,-114.092,-44.426,-21.347,49.17429765,-121.6758945,0
0.263,0.2116,0.5697,0.5413,-0.2098,-0.0429,0.7397,0.0266,0.18,0.0511,848.9465,-1.92,-44.4,-39.3,10690,-114.092,-44.426,-21.347,49.17429765,-121.6758945,0
0.28,0.2116,0.5697,0.5413,-1.7219,-0.1448,-1.6923,0.0266,0.18,0.0511,848.9465,-1.92,-44.4,-39.3,10690,-114.092,-44.426,-21.347,49.17429765,-121.6758945,0
0.321,0.2766,0.5833,0.6464,-1.7219,-0.1448,-1.6923,0.0266,0.18,0.0511,848.9465,-1.92,-44.4,-39.3,10690,-127.783,-39.683,-23.164,49.17429765,-121.6758945,0
0.323,0.2766,0.5833,0.6464,-1.7219,-0.1448,-1.6923,0.0266,0.18,0.0511,848.9465,-1.98,-44.4,-39.24,10690,-127.995,-39.683,-23.164,49.17429765,-121.6758945,0
0.326,0.2766,0.5833,0.6464,-1.7219,-0.1448,-1.6923,-0.2642,0.1108,0.0991,848.9465,-1.98,-44.4,-39.24,10690,-127.995,-39.683,-23.164,49.17429765,-121.6758945,0
0.328,0.2766,0.5833,0.6464,-1.7219,-0.1448,-1.6923,-0.2642,0.1108,0.0991,849.0083,-1.98,-44.4,-39.24,10690,-127.995,-39.683,-23.164,49.17429765,-121.6758945,0
0.33,0.2766,0.5833,0.6464,-1.7219,-0.1448,-1.6923,-0.2642,0.1108,0.0991,849.0083,-1.98,-44.4,-39.24,9592,-127.995,-39.683,-23.164,49.17429765,-121.6758945,0
0.34,0.2766,0.5833,0.6464,-1.0122,0.0759,-0.7715,-0.2642,0.1108,0.0991,849.0083,-1.98,-44.4,-39.24,9592,-127.995,-39.683,-23.164,49.17429765,-121.6758945,0
0.38,0.4476,0.5272,0.6254,-1.0122,0.0759,-0.7715,-0.2642,0.1108,0.0991,849.0083,-1.98,-44.4,-39.24,9592,-130.185,-34.43,-35.591,49.17429765,-121.6758945,0
0.383,0.4476,0.5272,0.6254,-1.0122,0.0759,-0.7715,-0.2642,0.1108,0.0991,849.0083,-2.04,-44.46,-39.18,9592,-130.386,-34.43,-35.591,49.17429765,-121.6758945,0
0.385,0.4476,0.5272,0.6254,-1.0122,0.0759,-0.7715,-0.0075,0.3121,0.1427,849.0083,-2.04,-44.46,-39.18,9592,-130.386,-34.43,-35.591,49.17429765,-121.6758945,0
0.401,0.4476,0.5272,0.6254,0.6833,-0.4405,-1.0146,-0.0075,0.3121,0.1427,849.0083,-2.04,-44.46,-39.18,9592,-130.386,-34.43,-35.591,49.17429765,-121.6758945,0
0.44,0.3166,0.598,0.5995,0.6833,-0.4405,-1.0146,-0.0075,0.3121,0.1427,849.0083,-2.04,-44.46,-39.18,9592,-120.702,-41.415,-27.842,49.17429765,-121.6758945,0
0.444,0.3166,0.598,0.5995,0.6833,-0.4405,-1.0146,-0.0075,0.3121,0.1427,849.0083,-2.1,-44.52,-39.18,9592,-120.851,-41.415,-27.842,49.17429765,-121.6758945,0
0.447,0.3166,0.598,0.5995,0.6833,-0.4405,-1.0146,-0.4474,0.7989,0.0575,849.0083,-2.1,-44.52,-39.18,9592,-120.851,-41.415,-27.842,49.17429765,-121.6758945,0
0.46,0.3166,0.598,0.5995,-0.2678,0.386,-1.5306,-0.4474,0.7989,0.0575,849.0083,-2.1,-44.52,-39.18,9592,-120.851,-41.415,-27.842,49.17429765,-121.6758945,0
0.506,0.1309,0.4099,0.7641,-0.2678,0.386,-1.5306,-0.4474,0.7989,0.0575,849.0083,-2.1,-44.52,-39.18,9592,-167.86,-27.865,-9.724,49.17429765,-121.6758945,0
0.51,0.1309,0.4099,0.7641,-0.2678,0.386,-1.5306,-0.4474,0.7989,0.0575,849.0083,-2.16,-44.58,-39.12,9592,-168.081,-27.865,-9.724,49.17429765,-121.6758945,0
0.513,0.1309,0.4099,0.7641,-0.2678,0.386,-1.5306,-0.6157,0.636,0.3494,849.0083,-2.16,-44.58,-39.12,9592,-168.081,-27.865,-9.724,49.17429765,-121.6758945,0
0.517,0.1309,0.4099,0.7641,-0.2678,0.386,-1.5306,-0.6157,0.636,0.3494,849.0273,-2.16,-44.58,-39.12,9592,-168.081,-27.865,-9.724,49.17429765,-121.6758945,0
0.524,0.1309,0.4099,0.7641,-0.2678,0.386,-1.5306,-0.6157,0.636,0.3494,849.0273,-2.16,-44.58,-39.12,10690,-168.081,-27.865,-9.724,49.17429765,-121.6758945,0
0.526,0.1309,0.4099,0.7641,-1.7972,-1.0827,-0.301,-0.6157,0.636,0.3494,849.0273,-2.16,-44.58,-39.12,10690,-168.081,-27.865,-9.724,49.17429765,-121.6758945,0
0.56,0.3797,0.5101,0.7866,-1.7972,-1.0827,-0.301,-0.6157,0.636,0.3494,849.0273,-2.16,-44.58,-39.12,10690,-143.373,-30.283,-25.764,49.17429765,-121.6758945,0
0.565,0.3797,0.5101,0.7866,-1.7972,-1.0827,-0.301,-0.6157,0.636,0.3494,849.0273,-2.22,-44.58,-39.06,10690,-143.539,-30.283,-25.764,49.17429765,-121.6758945,0
0.567,0.3797,0.5101,0.7866,-1.7972,-1.0827,-0.301,-0.539,0.8075,0.2919,849.0273,-2.22,-44.58,-39.06,10690,-143.539,-30.283,-25.764,49.17429765,-121.6758945,0
0.58,0.3797,0.5101,0.7866,0.8788,0.1928,-0.3535,-0.539,0.8075,0.2919,849.0273,-2.22,-44.58,-39.06,10690,-143.539,-30.283,-25.764,49.17429765,-121.6758945,0
0.621,0.3308,0.4328,0.8931,0.8788,0.1928,-0.3535,-0.539,0.8075,0.2919,849.0273,-2.22,-44.58,-39.06,10690,-155.423,-24.441,-20.323,49.17429765,-121.6758945,0
0.625,0.3308,0.4328,0.8931,0.8788,0.1928,-0.3535,-0.539,0.8075,0.2919,849.0273,-2.22,-44.58,-39.06,10690,-155.423,-24.441,-20.323,49.17429765,-121.6758945,0
0.627,0.3308,0.4328,0.8931,0.8788,0.1928,-0.3535,-0.4208,0.6019,-0.0213,849.0273,-2.22,-44.58,-39.06,10690,-155.423,-24.441,-20.323,49.17429765,-121.6758945,0
0.64,0.3308,0.4328,0.8931,0.6702,-0.3022,0.4515,-0.4208,0.6019,-0.0213,849.0273,-2.22,-44.58,-39.06,10690,-155.423,-24.441,-20.323,49.17429765,-121.6758945,0
0.68,0.1627,0.2951,0.8413,0.6702,-0.3022,0.4515,-0.4208,0.6019,-0.0213,849.0273,-2.22,-44.58,-39.06,10690,-169.943,-19,-10.946,49.17429765,-121.6758945,0
0.683,0.1627,0.2951,0.8413,0.6702,-0.3022,0.4515,-0.4208,0.6019,-0.0213,849.0273,-2.22,-44.58,-39.06,10690,-169.943,-19,-10.946,49.17429765,-121.6758945,0
0.686,0.1627,0.2951,0.8413,0.6702,-0.3022,0.4515,-0.7244,0.4922,0.9023,849.0273,-2.22,-44.58,-39.06,10690,-169.943,-19,-10.946,49.17429765,-121.6758945,0
0.691,0.1627,0.2951,0.8413,0.6702,-0.3022,0.4515,-0.7244,0.4922,0.9023,848.9832,-2.22,-44.58,-39.06,10690,-169.943,-19,-10.946,49.17429765,-121.6758945,0
0.694,0.1627,0.2951,0.8413,0.6702,-0.3022,0.4515,-0.7244,0.4922,0.9023,848.9832,-2.22,-44.58,-39.06,11858,-169.943,-19,-10.946,49.17429765,-121.6758945,0
0.701,0.1627,0.2951,0.8413,-0.7541,-1.1361,-0.3823,-0.7244,0.4922,0.9023,848.9832,-2.22,-44.58,-39.06,11858,-169.943,-19,-10.946,49.17429765,-121.6758945,0
0.741,0.3112,0.3039,0.9039,-0.7541,-1.1361,-0.3823,-0.7244,0.4922,0.9023,848.9832,-2.22,-44.58,-39.06,11858,-161.137,-17.633,-19.001,49.17429765,-121.6758945,0
0.745,0.3112,0.3039,0.9039,-0.7541,-1.1361,-0.3823,-0.7244,0.4922,0.9023,848.9832,-2.22,-44.52,-39.06,11858,-161.105,-17.633,-19.001,49.17429765,-121.6758945,0
0.748,0.3112,0.3039,0.9039,-0.7541,-1.1361,-0.3823,-0.4421,0.4378,1.8259,848.9832,-2.22,-44.52,-39.06,11858,-161.105,-17.633,-19.001,49.17429765,-121.6758945,0
0.761,0.3112,0.3039,0.9039,0.5546,-0.4728,0.0242,-0.4421,0.4378,1.8259,848.9832,-2.22,-44.52,-39.06,11858,-161.105,-17.633,-19.001,49.17429765,-121.6758945,0
0.803,0.2062,0.2555,0.4436,0.5546,-0.4728,0.0242,-0.4421,0.4378,1.8259,848.9832,-2.22,-44.52,-39.06,11858,-147.44,-27.577,-24.93,49.17429765,-121.6758945,0
0.808,0.2062,0.2555,0.4436,0.5546,-0.4728,0.0242,-0.4421,0.4378,1.8259,848.9832,-2.16,-44.46,-39.12,11858,-147.22,-27.577,-24.93,49.17429765,-121.6758945,0
0.811,0.2062,0.2555,0.4436,0.5546,-0.4728,0.0242,0.212,0.2131,2.4895,848.9832,-2.16,-44.46,-39.12,11858,-147.22,-27.577,-24.93,49.17429765,-121.6758945,0
0.822,0.2062,0.2555,0.4436,-0.8455,-0.7377,-4.4532,0.212,0.2131,2.4895,848.9832,-2.16,-44.46,-39.12,11858,-147.22,-27.577,-24.93,49.17429765,-121.6758945,0
0.865,0.6122,0.3366,0.727,-0.8455,-0.7377,-4.4532,0.212,0.2131,2.4895,848.9832,-2.16,-44.46,-39.12,11858,-143.183,-19.501,-40.102,49.17429765,-121.6758945,0
0.868,0.6122,0.3366,0.727,-0.8455,-0.7377,-4.4532,0.212,0.2131,2.4895,848.9832,-2.04,-44.28,-39.24,11858,-142.832,-19.501,-40.102,49.17429765,-121.6758945,0
0.875,0.6122,0.3366,0.727,-0.8455,-0.7377,-4.4532,-1.0844,0.3665,0.1864,848.9832,-2.04,-44.28,-39.24,11858,-142.832,-19.501,-40.102,49.17429765,-121.6758945,0
0.881,0.6122,0.3366,0.727,-0.8455,-0.7377,-4.4532,-1.0844,0.3665,0.1864,849.0234,-2.04,-44.28,-39.24,11858,-142.832,-19.501,-40.102,49.17429765,-121.6758945,0
0.888,0.6122,0.3366,0.727,-0.8455,-0.7377,-4.4532,-1.0844,0.3665,0.1864,849.0234,-2.04,-44.28,-39.24,12479,-142.832,-19.501,-40.102,49.17429765,-121.6758945,0
0.891,0.6122,0.3366,0.727,3.0328,0.5206,-1.8001,-1.0844,0.3665,0.1864,849.0234,-2.04,-44.28,-39.24,12479,-142.832,-19.501,-40.102,49.17429765,-121.6758945,0
0.926,0.3684,0.1011,1.1032,3.0328,0.5206,-1.8001,-1.0844,0.3665,0.1864,849.0234,-2.04,-44.28,-39.24,12479,-165.588,-4.967,-18.466,49.17429765,-121.6758945,0
0.933,0.3684,0.1011,1.1032,3.0328,0.5206,-1.8001,-1.0844,0.3665,0.1864,849.0234,-1.98,-44.04,-39.36,12479,-165.378,-4.967,-18.466,49.17429765,-121.6758945,0
0.946,0.3684,0.1011,1.1032,3.0328,0.5206,-1.8001,-2.4554,-1.2496,0.5689,849.0234,-1.98,-44.04,-39.36,12479,-165.378,-4.967,-18.466,49.17429765,-121.6758945,0
0.954,0.3684,0.1011,1.1032,-0.1027,-0.4251,1.8462,-2.4554,-1.2496,0.5689,849.0234,-1.98,-44.04,-39.36,12479,-165.378,-4.967,-18.466,49.17429765,-121.6758945,0
0.983,0.5927,0.1529,1.1633,-0.1027,-0.4251,1.8462,-2.4554,-1.2496,0.5689,849.0234,-1.98,-44.04,-39.36,12479,-157.85,-6.678,-26.998,49.17429765,-121.6758945,0
0.987,0.5927,0.1529,1.1633,-0.1027,-0.4251,1.8462,-2.4554,-1.2496,0.5689,849.0234,-1.98,-43.26,-39.66,12479,-157.263,-6.678,-26.998,49.17429765,-121.6758945,0
0.997,0.5927,0.1529,1.1633,-0.1027,-0.4251,1.8462,-1.0418,-1.5478,0.2716,849.0234,-1.98,-43.26,-39.66,12479,-157.263,-6.678,-26.998,49.17429765,-121.6758945,0
1.003,0.5927,0.1529,1.1633,1.2236,0.7406,2.7648,-1.0418,-1.5478,0.2716,849.0234,-1.98,-43.26,-39.66,12479,-157.263,-6.678,-26.998,49.17429765,-121.6758945,0
1.045,0.3484,0.0918,0.7182,1.2236,0.7406,2.7648,-1.0418,-1.5478,0.2716,849.0234,-1.98,-43.26,-39.66,12479,-158.189,-6.56,-25.877,49.17429765,-121.6758945,0
1.05,0.3484,0.0918,0.7182,1.2236,0.7406,2.7648,-1.0418,-1.5478,0.2716,849.0234,-2.28,-42.06,-39.96,12479,-157.722,-6.56,-25.877,49.17429765,-121.6758945,0
1.054,0.3484,0.0918,0.7182,1.2236,0.7406,2.7648,0.9406,-2.8688,0.3025,849.0234,-2.28,-42.06,-39.96,12479,-157.722,-6.56,-25.877,49.17429765,-121.6758945,0
1.059,0.3484,0.0918,0.7182,1.2236,0.7406,2.7648,0.9406,-2.8688,0.3025,849.1592,-2.28,-42.06,-39.96,12479,-157.722,-6.56,-25.877,49.17429765,-121.6758945,0
1.063,0.3484,0.0918,0.7182,1.2236,0.7406,2.7648,0.9406,-2.8688,0.3025,849.1592,-2.28,-42.06,-39.96,15018,-157.722,-6.56,-25.877,49.17429765,-121.6758945,0
1.071,0.3484,0.0918,0.7182,-2.4529,-0.1981,-0.7426,0.9406,-2.8688,0.3025,849.1592,-2.28,-42.06,-39.96,15018,-157.722,-6.56,-25.877,49.17429765,-121.6758945,0
1.099,0.5223,0.0082,0.0986,-2.4529,-0.1981,-0.7426,0.9406,-2.8688,0.3025,849.1592,-2.28,-42.06,-39.96,15018,-137.172,-0.889,-79.306,49.17429765,-121.6758945,0
1.101,0.5223,0.0082,0.0986,-2.4529,-0.1981,-0.7426,0.9406,-2.8688,0.3025,849.1592,-2.76,-40.8,-40.26,15018,-136.142,-0.889,-79.306,49.17429765,-121.6758945,0
1.103,0.5223,0.0082,0.0986,-2.4529,-0.1981,-0.7426,0.5028,-4.685,0.7191,849.1592,-2.76,-40.8,-40.26,15018,-136.142,-0.889,-79.306,49.17429765,-121.6758945,0
1.119,0.5223,0.0082,0.0986,-2.5091,-0.9402,-5.1115,0.5028,-4.685,0.7191,849.1592,-2.76,-40.8,-40.26,15018,-136.142,-0.889,-79.306,49.17429765,-121.6758945,0
1.166,0.7857,0.3767,1.243,-2.5091,-0.9402,-5.1115,0.5028,-4.685,0.7191,849.1592,-2.76,-40.8,-40.26,15018,-148.018,-14.367,-32.297,49.17429765,-121.6758945,0
1.172,0.7857,0.3767,1.243,-2.5091,-0.9402,-5.1115,0.5028,-4.685,0.7191,849.1592,-4.14,-39.6,-40.26,15018,-148.479,-14.367,-32.297,49.17429765,-121.6758945,0
1.18,0.7857,0.3767,1.243,-2.5091,-0.9402,-5.1115,0.065,-4.9279,1.0173,849.1592,-4.14,-39.6,-40.26,15018,-148.479,-14.367,-32.297,49.17429765,-121.6758945,0
1.185,0.7857,0.3767,1.243,-1.4419,3.1512,8.6728,0.065,-4.9279,1.0173,849.1592,-4.14,-39.6,-40.26,15018,-148.479,-14.367,-32.297,49.17429765,-121.6758945,0
1.222,0.4021,-0.217,0.0532,-1.4419,3.1512,8.6728,0.065,-4.9279,1.0173,849.1592,-4.14,-39.6,-40.26,15018,-134.982,28.146,-82.464,49.17429765,-121.6758945,0
1.226,0.4021,-0.217,0.0532,-1.4419,3.1512,8.6728,0.065,-4.9279,1.0173,849.1592,-6.36,-38.34,-39.66,15018,-135.553,28.146,-82.464,49.17429765,-121.6758945,0
1.229,0.4021,-0.217,0.0532,-1.4419,3.1512,8.6728,2.5598,-3.9756,2.2126,849.1592,-6.36,-38.34,-39.66,15018,-135.553,28.146,-82.464,49.17429765,-121.6758945,0
1.232,0.4021,-0.217,0.0532,-1.4419,3.1512,8.6728,2.5598,-3.9756,2.2126,849.1694,-6.36,-38.34,-39.66,15018,-135.553,28.146,-82.464,49.17429765,-121.6758945,0
1.237,0.4021,-0.217,0.0532,-1.4419,3.1512,8.6728,2.5598,-3.9756,2.2126,849.1694,-6.36,-38.34,-39.66,9180,-135.553,28.146,-82.464,49.17429765,-121.6758945,0
1.24,0.4021,-0.217,0.0532,-5.7648,-1.9287,-0.8685,2.5598,-3.9756,2.2126,849.1694,-6.36,-38.34,-39.66,9180,-135.553,28.146,-82.464,49.17429765,-121.6758945,0
1.281,1.6031,-0.1178,0.34,-5.7648,-1.9287,-0.8685,2.5598,-3.9756,2.2126,849.1694,-6.36,-38.34,-39.66,9180,-136.343,4.112,-78.025,49.17429765,-121.6758945,0
1.29,1.6031,-0.1178,0.34,-5.7648,-1.9287,-0.8685,2.5598,-3.9756,2.2126,849.1694,-9.06,-37.02,-38.34,9180,-136.945,4.112,-78.025,49.17429765,-121.6758945,0
1.294,1.6031,-0.1178,0.34,-5.7648,-1.9287,-0.8685,4.1002,-5.4584,1.7673,849.1694,-9.06,-37.02,-38.34,9180,-136.945,4.112,-78.025,49.17429765,-121.6758945,0
1.31,1.6031,-0.1178,0.34,6.1325,0.2171,4.9276,4.1002,-5.4584,1.7673,849.1694,-9.06,-37.02,-38.34,9180,-136.945,4.112,-78.025,49.17429765,-121.6758945,0
1.341,0.8932,-0.3309,-0.0875,6.1325,0.2171,4.9276,4.1002,-5.4584,1.7673,849.1694,-9.06,-37.02,-38.34,9180,-133.121,20.237,-95.597,49.17429765,-121.6758945,0
1.344,0.8932,-0.3309,-0.0875,6.1325,0.2171,4.9276,4.1002,-5.4584,1.7673,849.1694,-12.12,-35.52,-36.12,9180,-134.338,20.237,-95.597,49.17429765,-121.6758945,0
1.347,0.8932,-0.3309,-0.0875,6.1325,0.2171,4.9276,4.1098,-3.9148,-0.2439,849.1694,-12.12,-35.52,-36.12,9180,-134.338,20.237,-95.597,49.17429765,-121.6758945,0
1.36,0.8932,-0.3309,-0.0875,-0.2624,-1.3885,2.5264,4.1098,-3.9148,-0.2439,849.1694,-12.12,-35.52,-36.12,9180,-134.338,20.237,-95.597,49.17429765,-121.6758945,0
1.401,0.4798,-0.0255,-0.2957,-0.2624,-1.3885,2.5264,4.1098,-3.9148,-0.2439,849.1694,-12.12,-35.52,-36.12,9180,-133.402,2.587,-121.642,49.17429765,-121.6758945,0
1.406,0.4798,-0.0255,-0.2957,-0.2624,-1.3885,2.5264,4.1098,-3.9148,-0.2439,849.1694,-15.24,-34.02,-32.76,9180,-133.282,2.587,-121.642,49.17429765,-121.6758945,0
1.412,0.4798,-0.0255,-0.2957,-0.2624,-1.3885,2.5264,1.2421,-1.3401,1.2645,849.1694,-15.24,-34.02,-32.76,9180,-133.282,2.587,-121.642,49.17429765,-121.6758945,0
1.417,0.4798,-0.0255,-0.2957,-0.2624,-1.3885,2.5264,1.2421,-1.3401,1.2645,849.1704,-15.24,-34.02,-32.76,9180,-133.282,2.587,-121.642,49.17429765,-121.6758945,0
1.42,0.4798,-0.0255,-0.2957,-0.2624,-1.3885,2.5264,1.2421,-1.3401,1.2645,849.1704,-15.24,-34.02,-32.76,9180,-133.282,2.587,-121.642,49.17429765,-121.6758945,0
1.425,0.4798,-0.0255,-0.2957,-3.9711,2.6163,0.6703,1.2421,-1.3401,1.2645,849.1704,-15.24,-34.02,-32.76,9180,-133.282,2.587,-121.642,49.17429765,-121.6758945,0
1.457,1.3324,-0.6528,-0.2561,-3.9711,2.6163,0.6703,1.2421,-1.3401,1.2645,849.1704,-15.24,-34.02,-32.76,9180,-134.519,25.695,-100.879,49.17429765,-121.6758945,0
1.459,1.3324,-0.6528,-0.2561,-3.9711,2.6163,0.6703,1.2421,-1.3401,1.2645,849.1704,-18.36,-32.22,-29.04,9180,-137.147,25.695,-100.879,49.17429765,-121.6758945,0
1.461,1.3324,-0.6528,-0.2561,-3.9711,2.6163,0.6703,4.375,-1.3657,1.5287,849.1704,-18.36,-32.22,-29.04,9180,-137.147,25.695,-100.879,49.17429765,-121.6758945,0
1.478,1.3324,-0.6528,-0.2561,5.0666,-1.8303,0.8732,4.375,-1.3657,1.5287,849.1704,-18.36,-32.22,-29.04,9180,-137.147,25.695,-100.879,49.17429765,-121.6758945,0
1.525,0.6337,-0.4149,-0.455,5.0666,-1.8303,0.8732,4.375,-1.3657,1.5287,849.1704,-18.36,-32.22,-29.04,9180,-128.721,28.005,-125.675,49.17429765,-121.6758945,0
1.532,0.6337,-0.4149,-0.455,5.0666,-1.8303,0.8732,4.375,-1.3657,1.5287,849.1704,-21.3,-30,-25.08,9180,-130.23,28.005,-125.675,49.17429765,-121.6758945,0
1.54,0.6337,-0.4149,-0.455,5.0666,-1.8303,0.8732,1.0131,1.2432,0.3174,849.1704,-21.3,-30,-25.08,9180,-130.23,28.005,-125.675,49.17429765,-121.6758945,0
1.545,0.6337,-0.4149,-0.455,-1.7656,0.8438,-1.5525,1.0131,1.2432,0.3174,849.1704,-21.3,-30,-25.08,9180,-130.23,28.005,-125.675,49.17429765,-121.6758945,0
1.579,0.6992,-0.2986,-0.4765,-1.7656,0.8438,-1.5525,1.0131,1.2432,0.3174,849.1704,-21.3,-30,-25.08,9180,-131.987,19.439,-124.272,49.17429765,-121.6758945,0
1.58,0.6992,-0.2986,-0.4765,-1.7656,0.8438,-1.5525,1.0131,1.2432,0.3174,849.1704,-24.78,-21.9,-23.76,9180,-124.418,19.439,-124.272,49.17429765,-121.6758945,0
1.583,0.6992,-0.2986,-0.4765,-1.7656,0.8438,-1.5525,0.4261,-0.1108,0.7169,849.1704,-24.78,-21.9,-23.76,9180,-124.418,19.439,-124.272,49.17429765,-121.6758945,0
1.585,0.6992,-0.2986,-0.4765,-1.7656,0.8438,-1.5525,0.4261,-0.1108,0.7169,849.1519,-24.78,-21.9,-23.76,9180,-124.418,19.439,-124.272,49.17429765,-121.6758945,0
1.587,0.6992,-0.2986,-0.4765,-1.7656,0.8438,-1.5525,0.4261,-0.1108,0.7169,849.1519,-24.78,-21.9,-23.76,9180,-124.418,19.439,-124.272,49.17429765,-121.6758945,0
1.597,0.6992,-0.2986,-0.4765,-0.9208,2.2971,-1.7595,0.4261,-0.1108,0.7169,849.1519,-24.78,-21.9,-23.76,9180,-124.418,19.439,-124.272,49.17429765,-121.6758945,0
1.638,0.4378,-0.8424,-0.4325,-0.9208,2.2971,-1.7595,0.4261,-0.1108,0.7169,849.1519,-24.78,-21.9,-23.76,9180,-111.719,53.852,-134.65,49.17429765,-121.6758945,0
1.641,0.4378,-0.8424,-0.4325,-0.9208,2.2971,-1.7595,0.4261,-0.1108,0.7169,849.1519,-27.72,-19.32,-19.8,9180,-115.602,53.852,-134.65,49.17429765,-121.6758945,0
1.645,0.4378,-0.8424,-0.4325,-0.9208,2.2971,-1.7595,0.9694,0.13,0.1268,849.1519,-27.72,-19.32,-19.8,9180,-115.602,53.852,-134.65,49.17429765,-121.6758945,0
1.658,0.4378,-0.8424,-0.4325,-3.298,-2.5816,-1.7105,0.9694,0.13,0.1268,849.1519,-27.72,-19.32,-19.8,9180,-115.602,53.852,-134.65,49.17429765,-121.6758945,0
1.697,0.3718,-0.9069,-0.5102,-3.298,-2.5816,-1.7105,0.9694,0.13,0.1268,849.1519,-27.72,-19.32,-19.8,9180,-108.36,55.159,-143.914,49.17429765,-121.6758945,0
1.699,0.3718,-0.9069,-0.5102,-3.298,-2.5816,-1.7105,0.9694,0.13,0.1268,849.1519,-30.66,-16.56,-15.78,9180,-112.072,55.159,-143.914,49.17429765,-121.6758945,0
1.701,0.3718,-0.9069,-0.5102,-3.298,-2.5816,-1.7105,0.6477,-0.3771,1.1494,849.1519,-30.66,-16.56,-15.78,9180,-112.072,55.159,-143.914,49.17429765,-121.6758945,0
